group_value,group_id,created_by_value,created_when,email,modified_by_value,modified_when,extraction_timestamp,date,history_date
View Customer Individuals and Roles,9153978758013311140,sysadm,2019-05-03 08:41:31,NULL,sysadm,2019-05-28 17:07:39,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Individual Authentication Bypass,9153978758013311154,sysadm,2019-05-03 08:43:04,NULL,sysadm,2019-05-28 17:07:39,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Individual Search,9153978758013311157,sysadm,2019-05-03 08:43:19,NULL,sysadm,2019-05-28 17:07:39,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
BCA Search,9153978758013311165,sysadm,2019-05-03 08:43:49,NULL,sysadm,2019-05-28 17:07:40,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
NC_Shop Manager,9153978830013311236,sysadm,2019-05-03 08:52:54,NULL,sysadm,2019-06-25 15:35:35,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
NC_Telesales outbound Sales Agent,9153978830013311240,sysadm,2019-05-03 08:53:07,NULL,sysadm,2019-06-25 15:35:35,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
NC_Product catalog manager,9153978830013311264,sysadm,2019-05-03 08:54:38,NULL,sysadm,2019-06-27 16:49:30,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View Billing Account,9154067120013284017,sysadm,2019-05-13 14:16:04,NULL,sysadm,2019-05-13 14:41:49,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create Postpaid Billing Account,9154067120013284025,sysadm,2019-05-13 14:17:24,NULL,sysadm,2019-05-13 14:42:28,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Modify Bill Handling Code,9154067120013284032,sysadm,2019-05-13 14:18:19,NULL,sysadm,2019-05-13 14:43:48,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Billing Account Life Cycle Transitions,9154067120013284036,sysadm,2019-05-13 14:19:12,NULL,sysadm,2019-05-13 14:45:06,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create/Modify Credit Adjustment,9154068278013284604,sysadm,2019-05-13 17:28:33,NULL,sysadm,2019-05-13 17:29:32,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create/Modify Debit Adjustment,9154068278013284623,sysadm,2019-05-13 17:30:02,NULL,sysadm,2019-05-13 17:30:49,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Cancel Adjustment,9154068278013284639,sysadm,2019-05-13 17:32:52,NULL,sysadm,2019-05-13 17:33:43,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View One-Time Services,9154068412013284660,sysadm,2019-05-13 17:35:32,NULL,sysadm,2019-05-13 17:36:19,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Operations with Invoices,9154068412013284688,sysadm,2019-05-13 17:39:52,NULL,sysadm,2019-05-13 17:40:45,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create City,9154068752013314239,sysadm,2019-05-13 18:33:01,NULL,sysadm,2019-05-31 14:15:39,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Update SA Data Validation Date,9154068752013314259,sysadm,2019-05-13 18:35:21,NULL,sysadm,2019-05-13 18:35:21,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View SA Items,9154068752013314265,sysadm,2019-05-13 18:36:03,NULL,sysadm,2019-05-13 18:36:03,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Edit Country Parameters,9154068752013314297,sysadm,2019-05-13 18:39:10,NULL,sysadm,2019-05-13 18:39:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Address Descriptor (Read Only Access),9154068752013314300,sysadm,2019-05-13 18:39:26,NULL,sysadm,2019-05-13 18:39:26,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Searches Operations,9154074832013282733,sysadm,2019-05-14 11:26:05,NULL,sysadm,2019-05-24 10:42:29,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
VF CSRD,9154083712813319495,sysadm,2019-05-15 12:10:59,NULL,sysadm,2019-05-16 08:06:08,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
VF AM,9154084070013358469,sysadm,2019-05-15 13:29:21,NULL,sysadm,2019-05-15 14:32:25,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View History Entries,9154084556913358711,sysadm,2019-05-15 14:27:07,NULL,sysadm,2019-05-15 14:27:07,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Submit Move Order [Transfer],9154084556913358742,sysadm,2019-05-15 14:29:16,NULL,sysadm,2019-05-15 14:29:16,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View group Asset Management Tasks assigned to other Asset Management Users,9154084556913358794,sysadm,2019-05-15 14:32:10,NULL,sysadm,2019-05-15 14:32:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
"Can modify the ""Serviceability"" characteristic",9154091390013282966,sysadm,2019-05-16 09:32:30,NULL,sysadm,2019-05-16 12:39:45,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View CIT,9154091660013322473,sysadm,2019-05-16 10:42:53,NULL,sysadm,2019-05-16 10:42:53,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Work with CIT,9154091660013322480,sysadm,2019-05-16 10:43:12,NULL,sysadm,2019-05-16 10:49:02,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Update CIT,9154091660013322483,sysadm,2019-05-16 10:43:21,NULL,sysadm,2019-05-16 10:49:17,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Approve/Reject CIT,9154091660013322492,sysadm,2019-05-16 10:43:47,NULL,sysadm,2019-05-16 10:49:55,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create Worklog for CCT,9154091865113322509,sysadm,2019-05-16 10:44:50,NULL,sysadm,2019-05-16 10:52:02,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Approve/Reject CCT,9154091865113322520,sysadm,2019-05-16 10:45:07,NULL,sysadm,2019-05-16 10:52:29,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Work with NCT,9154091865113322529,sysadm,2019-05-16 10:45:32,NULL,sysadm,2019-05-16 10:55:38,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View Tasks,9154091865113322550,sysadm,2019-05-16 10:46:26,NULL,sysadm,2019-05-16 10:46:26,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create/Modify/Delete Organization,9154187482513311174,sysadm,2019-05-27 12:21:19,NULL,sysadm,2019-05-27 12:21:19,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create/Modify/Delete Employee Activity Type,9154187482513311187,sysadm,2019-05-27 12:23:16,NULL,sysadm,2019-05-27 12:23:16,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View Work Orders assigned to other Organizations,9154187534013311265,sysadm,2019-05-27 12:30:51,NULL,sysadm,2019-05-27 12:30:51,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Change Due Date of Work Order,9154187534013311319,sysadm,2019-05-27 12:31:43,NULL,sysadm,2019-05-27 12:31:43,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Close Work Order without customer signature,9154187534013311338,sysadm,2019-05-27 12:32:10,NULL,sysadm,2019-05-27 12:32:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
"Reassign Work Order - same Date/Time, different Employee",9154187553013311355,sysadm,2019-05-27 12:34:18,NULL,sysadm,2019-05-27 12:34:18,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Failed Work Items,9154187553013311404,sysadm,2019-05-27 12:39:31,NULL,sysadm,2019-05-27 12:39:31,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View Customer Modification,9154189166013293271,sysadm,2019-05-27 17:05:56,NULL,sysadm,2019-05-27 17:05:56,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Perform Adjustment Approval Task,9154195433513285327,sysadm,2019-05-28 10:25:40,NULL,sysadm,2019-05-28 10:25:40,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
NC OOB Roles,9154264912513290716,sysadm,2019-06-05 12:03:10,NULL,sysadm,2019-06-05 12:03:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
All Users,101,NULL,NULL,NULL,sysadm,2017-07-10 04:50:06,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
NOC,2103164816013548113,Administrator,2002-10-31 18:13:48,NULL,Administrator,2003-04-27 18:18:19,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Customer,3061033244013763508,NULL,NULL,NULL,sysadm,2017-05-27 05:56:16,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Construction,3061033244013763509,NULL,NULL,NULL,sysadm,2017-05-27 05:56:06,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Circuit Design Engineer,3061033244013763511,Administrator,2003-06-10 12:39:21,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
NC Internal Tools,7111448503013639131,NULL,NULL,NULL,sysadm,2017-06-10 02:53:32,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Class based optimization,8012550816013963246,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Deny Fast Search Configuration,9021059989013905733,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Sales Representatives,9131992125413841720,sysadm,2012-05-14 12:12:07,NULL,Power_User02,2013-05-25 10:43:05,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Sales Agents,9131992125413841721,sysadm,2012-05-14 16:12:44,NULL,sysadm,2013-09-03 13:35:21,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Billing Analysts,9132128810113867214,NULL,NULL,NULL,sysadm,2017-05-27 05:51:01,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Sales Engineers,9134397110013204696,Power_User02,2013-02-16 18:22:12,NULL,Power_User02,2013-02-18 09:48:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
BAC settings,9134531950413098591,NULL,NULL,NULL,sysadm,2017-05-27 05:50:50,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Custom mapping Editors,9134610604413314793,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
HDS Administrators,9134853290713488496,NULL,NULL,NULL,sysadm,2017-05-27 06:02:28,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
External Users Group,9136173440113246814,NULL,NULL,NULL,sysadm,2017-05-27 06:01:49,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View Only Opportunity Parameter Status,9136596135313928665,sysadm,2013-10-29 11:39:26,NULL,sysadm,2013-10-30 23:31:43,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Reconciliation Engine Roles,9136865389913507139,NULL,NULL,NULL,sysadm,2017-05-27 06:04:23,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Sales Stage History,9136911193013081116,sysadm,2013-12-04 23:27:16,NULL,sysadm,2013-12-04 23:30:19,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
RDB Admins,9137409738413527909,NULL,NULL,NULL,sysadm,2017-05-27 06:04:01,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Reports Administrators,9137677078913177805,NULL,NULL,NULL,sysadm,2017-05-27 06:04:32,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Partner Administrator,9138014270313675486,sysadm,2014-04-11 16:11:19,NULL,egpo0414,2014-06-03 13:34:17,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Voucher Management,9140163899013471011,NULL,NULL,NULL,sysadm,2017-05-27 05:58:48,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Market Segmentation Roles,9141454393413516751,NULL,NULL,NULL,sysadm,2017-05-27 06:02:36,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Campaign Management Roles,9141494183713548060,NULL,NULL,NULL,sysadm,2017-05-27 05:55:54,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Channel Manager Role,9141494183713548066,sysadm,2015-05-19 09:25:39,NULL,sysadm,2015-05-19 09:25:39,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Campaign Designer Role,9141494183713548070,sysadm,2015-05-19 09:26:26,NULL,sysadm,2015-05-19 09:27:18,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
PLM Approvers,9142809182013589053,sysadm,2015-10-18 13:59:32,NULL,Administrator,2015-12-24 18:32:53,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Mail Fulfillment,9147290342013897710,sysadm,2017-03-20 05:37:39,NULL,sysadm,2017-10-12 04:03:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Functional Roles,9147376284813858028,sysadm,2017-03-30 05:06:16,NULL,sysadm,2017-03-30 07:19:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Converter Control,9147377015513858131,sysadm,2017-03-30 06:22:35,NULL,sysadm,2017-10-12 04:03:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
CSR Manager,9147377015513858158,sysadm,2017-03-30 06:24:02,NULL,sysadm,2017-11-10 19:19:36,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Field Technician,9147377015513858167,sysadm,2017-03-30 06:24:27,NULL,sysadm,2017-10-12 04:03:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
IT Operations,9147377015513858182,sysadm,2017-03-30 06:29:35,NULL,sysadm,2017-10-12 04:03:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Quality team,9147377015513858195,sysadm,2017-03-30 06:30:00,NULL,sysadm,2017-10-12 04:03:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Taxation Analyst,9147377015513858215,sysadm,2017-03-30 06:31:00,NULL,sysadm,2017-10-12 04:03:21,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Treasury Supervisor,9147377015513858224,sysadm,2017-03-30 06:31:23,NULL,sysadm,2017-10-12 04:03:21,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Usage Management,9147377015513858230,sysadm,2017-03-30 06:31:38,NULL,sysadm,2017-11-10 08:06:06,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Customer Accounts - View,9147377069913858285,sysadm,2017-03-30 07:12:53,NULL,sysadm,2017-03-30 07:19:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Customer Accounts - Full Access,9147377069913858294,sysadm,2017-03-30 07:13:21,NULL,sysadm,2017-03-30 07:22:53,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Credit Check - Perform,9147377069913858300,sysadm,2017-03-30 07:13:36,NULL,sysadm,2017-03-30 07:22:53,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Credit Check  - Full Access,9147377069913858303,sysadm,2017-03-30 07:13:46,NULL,sysadm,2017-03-30 07:19:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Contact Management - Operate,9147377069913858321,sysadm,2017-03-30 07:14:33,NULL,sysadm,2017-03-30 07:19:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Activity Management - View,9147377069913858327,sysadm,2017-03-30 07:14:47,NULL,sysadm,2017-03-30 07:19:09,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Interaction Management - View,9147377330013858339,sysadm,2017-03-30 07:15:27,NULL,sysadm,2017-03-30 07:19:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Interaction Management - Full Access,9147377330013858345,sysadm,2017-03-30 07:15:48,NULL,sysadm,2017-03-30 07:19:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Address Management - Search,9147377330013858374,sysadm,2017-03-30 07:16:55,NULL,sysadm,2017-03-30 07:22:53,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
CIM Customization,9147377330013858383,sysadm,2017-03-30 07:17:19,NULL,sysadm,2017-03-30 07:19:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
CIM Notifications Preferences,9147377330013858392,sysadm,2017-03-30 07:17:41,NULL,sysadm,2017-03-30 07:22:53,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Account Manager,9147377330013858424,sysadm,2017-03-30 07:30:33,NULL,sysadm,2017-10-12 04:03:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Contract  Types - Full Access,9147439010013881734,sysadm,2017-04-06 10:35:15,NULL,sysadm,2017-04-06 10:35:15,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Billing Account - 5,9147550106113889592,sysadm,2017-04-19 07:51:31,NULL,sysadm,2017-04-19 07:51:31,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Billing Account - Full Access,9147550106113889595,sysadm,2017-04-19 07:51:39,NULL,sysadm,2017-04-19 07:51:39,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Lifeline Profile -View,9147550106113889598,sysadm,2017-04-19 07:51:45,NULL,sysadm,2017-04-19 07:51:45,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Payment Management - 3,9147550474613889680,sysadm,2017-04-19 08:17:35,NULL,sysadm,2017-04-19 08:17:35,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Payment Management -  Full Access,9147550474613889687,sysadm,2017-04-19 08:17:52,NULL,sysadm,2017-04-19 08:17:52,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Disputes Management - Operate,9147550474613889694,sysadm,2017-04-19 08:18:06,NULL,sysadm,2017-04-19 08:18:06,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Adjustments Management - View Tasks,9147550474613889703,sysadm,2017-04-19 08:18:28,NULL,sysadm,2017-04-25 10:01:12,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Adjustments Management - Without Approval,9147550474613889706,sysadm,2017-04-19 08:18:36,NULL,sysadm,2017-04-25 10:04:14,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Invoices Generation - Without Invoice Image,9147550474613889730,sysadm,2017-04-19 08:19:38,NULL,sysadm,2017-04-25 10:07:08,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
OM Operations - Full Access,9147609820413933266,sysadm,2017-04-26 05:12:06,NULL,sysadm,2017-04-26 05:12:06,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
PIM RW access,9147609820413933302,sysadm,2017-04-26 05:42:08,NULL,sysadm,2017-04-26 05:42:08,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Ports - eMTA&DLC/PON,9147610250013933398,sysadm,2017-04-26 06:41:59,NULL,sysadm,2017-04-26 06:41:59,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Ports - Full Access,9147610250013933401,sysadm,2017-04-26 06:42:05,NULL,sysadm,2017-04-26 06:42:05,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Security Policies - Full Access,9147610490013933453,sysadm,2017-04-26 06:57:03,NULL,sysadm,2017-04-26 06:57:03,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Security Policies - View,9147610490013933456,sysadm,2017-04-26 06:57:09,NULL,sysadm,2017-04-26 06:57:09,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
User Profile  - Business calendar,9147610490013933462,sysadm,2017-04-26 06:57:21,NULL,sysadm,2017-04-26 06:57:21,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
CIM History - View,9147877199513950770,sysadm,2017-05-27 03:52:48,NULL,sysadm,2017-05-27 03:52:48,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Billing Management Group,9148059792413671875,sysadm,2017-06-17 07:07:26,NULL,sysadm,2017-06-17 07:08:17,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Usage Management Group,9148059880613672020,sysadm,2017-06-17 07:20:24,NULL,sysadm,2017-06-17 07:21:16,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Taxation Group,9148076270013671913,sysadm,2017-06-19 07:41:15,NULL,sysadm,2017-06-19 07:45:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Treasury Group,9148077336013672039,sysadm,2017-06-19 07:44:22,NULL,sysadm,2017-06-19 07:46:08,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Reports,9148153581813666531,sysadm,2017-06-28 03:30:26,NULL,sysadm,2017-06-28 03:37:30,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Adjustments/Credits Report,9148153581813666557,sysadm,2017-06-28 03:34:16,NULL,sysadm,2017-06-28 03:34:16,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Cable Vendor Billing Report,9148153581813666560,sysadm,2017-06-28 03:34:26,NULL,sysadm,2017-06-28 03:34:26,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Deposits Report,9148153581813666568,sysadm,2017-06-28 03:34:41,NULL,sysadm,2017-06-28 03:34:41,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
HD/VOD Capable Detail/Summary Report,9148153581813666582,sysadm,2017-06-28 03:35:12,NULL,sysadm,2017-06-28 03:35:12,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Invoice Detail List Report,9148153581813666585,sysadm,2017-06-28 03:35:21,NULL,sysadm,2017-06-28 03:35:21,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Journaled Payments Report,9148153581813666596,sysadm,2017-06-28 03:35:41,NULL,sysadm,2017-06-28 03:35:41,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Lifeline Subscriber Report,9148153581813666602,sysadm,2017-06-28 03:35:56,NULL,sysadm,2017-06-28 03:35:56,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Sales Order Detail Report,9148153622013666632,sysadm,2017-06-28 03:37:01,NULL,sysadm,2017-06-28 03:37:01,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Service Details Report,9148153622013666635,sysadm,2017-06-28 03:37:08,NULL,sysadm,2017-06-28 03:37:08,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: Alcatel,9148206643213654133,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: Moshi,9148206643213654148,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: Motorola,9148207744413654629,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: OFFWIRE,9148207744413654632,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: POPSOCKETS,9148207744413654633,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: Quality One,9148207744413654635,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: Samsung,9148207744413654639,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: Sony,9148207744413654640,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: StreamWIDE,9148207744413654641,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: TESSCO,9148207744413654642,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
BCC - View,9148354460013677444,sysadm,2017-07-21 09:46:16,NULL,sysadm,2017-07-21 09:50:45,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
BCC - Full Access,9148354460013677447,sysadm,2017-07-21 09:46:25,NULL,sysadm,2017-07-21 09:56:53,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
BSOCT Managers,9148507844013613078,sysadm,2017-08-08 04:01:41,NULL,sysadm,2017-11-09 03:07:17,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Can assign a Billing Account,9148585616013660275,sysadm,2017-08-17 04:34:48,NULL,sysadm,2019-05-15 12:39:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Can cancel a saved Sales Order,9148585616013660289,sysadm,2017-08-17 04:35:38,NULL,sysadm,2019-05-15 12:43:01,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Can downgrade,9148585616013660292,sysadm,2017-08-17 04:35:47,NULL,sysadm,2019-05-15 12:47:13,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Can disconnect,9148585616013660310,sysadm,2017-08-17 04:36:39,NULL,sysadm,2019-05-15 13:07:12,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Can inflight modify,9148585616013660313,sysadm,2017-08-17 04:36:46,NULL,sysadm,2019-05-15 13:08:59,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
"Modify the ""Access Type"" characteristic",9148585616013660316,sysadm,2017-08-17 04:36:54,NULL,sysadm,2017-08-17 04:36:54,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
"Modify the ""Technology"" characteristic",9148585616013660319,sysadm,2017-08-17 04:37:01,NULL,sysadm,2017-08-17 04:37:01,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Can override the deposit amount,9148585616013660328,sysadm,2017-08-17 04:37:28,NULL,sysadm,2019-05-15 12:17:16,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Can relocate,9148585985213660341,sysadm,2017-08-17 04:39:08,NULL,sysadm,2019-05-15 13:05:16,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Direct Sales,9148810706013702092,sysadm,2017-09-12 05:09:18,NULL,sysadm,2017-10-12 04:03:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Customer Accounts - 4,9149139800013755515,sysadm,2017-10-20 07:04:01,NULL,sysadm,2017-10-20 07:04:01,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
OM Operations -View Tasks,9149329520713720385,sysadm,2017-11-11 08:10:26,NULL,sysadm,2017-11-11 08:10:26,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Number of sold TLO Products Report,9149664140013680489,sysadm,2017-12-20 07:17:31,NULL,sysadm,2017-12-20 07:17:31,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Widget Reports,9149664140013680498,sysadm,2017-12-20 07:18:05,NULL,sysadm,2017-12-20 07:18:05,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
